"Psychiatric inpatient care, patients per 1000 inhabitants",Iitti,4.2,5.5,4.7,3.8,2.7,3.4,4.0,4.0,3.8,3.7,3.7,4.0,2.9,3.0,2.7,3.9,4.5,4.5,3.8,3.6,3.3,4.4,3.4,3.6
"Psychiatric inpatient care, patients per 1000 inhabitants",Ikaalinen,6.1,6.0,6.4,6.3,5.7,8.9,5.2,5.9,5.8,4.7,4.2,4.7,5.7,4.2,3.3,3.5,4.3,5.1,5.7,3.5,4.4,4.4,4.0,3.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Ilmajoki,5.1,5.4,5.2,4.0,4.4,5.0,5.2,3.6,5.4,4.9,4.1,4.8,4.7,3.7,3.5,3.4,4.5,3.6,4.7,3.3,3.3,3.3,3.5,3.8
"Psychiatric inpatient care, patients per 1000 inhabitants",Ilomantsi,5.9,4.6,5.9,6.3,9.8,8.1,7.9,5.8,6.1,6.5,6.6,5.8,4.4,3.6,5.8,6.0,6.7,5.7,4.6,7.0,6.3,6.7,4.7,5.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Imatra,6.8,6.8,7.2,7.1,7.9,6.6,7.6,8.2,11.6,12.0,10.8,10.5,11.0,10.6,6.0,6.2,3.7,4.9,5.8,6.0,5.5,4.6,5.0,6.1
"Psychiatric inpatient care, patients per 1000 inhabitants",Inari,2.9,4.0,5.5,4.5,2.8,4.4,5.6,4.9,5.5,5.4,5.0,5.2,4.0,4.1,4.5,6.5,6.2,4.5,4.5,3.9,3.2,4.9,3.5,3.1
"Psychiatric inpatient care, patients per 1000 inhabitants",Ingå,6.4,6.0,5.6,7.1,4.3,5.1,7.1,6.4,5.2,4.8,3.6,2.2,3.8,3.4,2.9,3.4,3.6,3.5,4.1,3.0,3.4,2.6,3.7,3.5
"Psychiatric inpatient care, patients per 1000 inhabitants",Isojoki,4.8,3.0,3.4,3.1,4.2,5.5,5.9,6.0,6.5,5.8,7.5,5.5,5.2,2.7,4.5,2.4,3.0,3.0,2.5,2.6,4.2,4.8,3.2,5.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Isokyrö,5.4,7.1,7.9,6.3,6.7,7.1,7.3,7.2,5.8,4.8,4.2,6.1,3.1,2.9,3.3,3.8,3.8,4.5,4.6,4.4,3.4,2.0,2.7,3.2
"Psychiatric inpatient care, patients per 1000 inhabitants",Jakobstad,4.3,3.8,3.8,3.8,3.8,4.5,5.0,5.1,5.2,4.2,3.9,3.8,4.4,4.4,4.1,4.1,3.3,4.8,5.2,4.4,4.6,3.8,4.1,3.7
"Psychiatric inpatient care, patients per 1000 inhabitants",Janakkala,6.2,5.6,6.8,6.7,6.1,6.0,4.8,5.5,4.4,4.3,4.3,4.4,3.9,3.3,4.4,3.6,3.4,3.0,3.5,4.0,3.8,3.7,3.3,3.4
"Psychiatric inpatient care, patients per 1000 inhabitants",Joensuu,6.1,6.3,6.3,6.7,7.4,6.8,7.6,6.4,5.9,5.5,5.5,6.0,5.5,5.9,6.1,6.7,6.6,7.4,8.0,8.4,8.3,8.6,7.5,7.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Jokioinen,4.2,4.4,4.6,6.0,5.6,5.9,4.5,6.4,5.4,4.9,4.9,5.1,6.6,5.7,4.5,3.7,3.7,4.7,2.7,4.5,5.3,5.2,2.8,2.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Jomala,5.8,5.8,5.8,4.1,2.9,4.4,4.6,3.7,3.6,2.0,3.2,3.1,4.8,2.9,3.9,2.8,3.4,2.7,2.0,0.0,0.0,2.9,4.3,4.4
"Psychiatric inpatient care, patients per 1000 inhabitants",Joroinen,6.5,6.0,6.3,5.2,5.8,4.6,4.5,5.8,7.3,5.7,6.1,5.2,4.7,5.6,3.5,5.5,4.6,5.7,7.9,5.2,3.8,3.2,3.7,2.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Joutsa,4.0,5.0,3.7,3.8,4.2,5.2,5.4,3.7,2.9,3.7,2.2,2.0,2.7,2.9,2.9,2.1,3.9,3.3,3.4,3.0,2.1,2.1,2.2,3.7
"Psychiatric inpatient care, patients per 1000 inhabitants",Juuka,4.9,4.6,4.6,6.4,8.6,6.8,6.4,6.0,5.9,6.0,5.4,5.5,5.3,3.8,5.3,4.8,6.1,5.4,4.5,5.6,4.4,5.0,4.4,4.2
"Psychiatric inpatient care, patients per 1000 inhabitants",Juupajoki,5.1,5.6,3.1,5.8,4.0,6.7,5.9,9.1,5.1,5.2,7.2,5.9,4.9,6.9,4.4,4.5,4.1,4.2,3.3,3.3,3.9,2.9,2.9,2.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Juva,6.1,5.2,6.4,7.0,5.0,8.0,6.7,6.1,6.7,5.8,6.2,4.3,3.7,3.4,5.0,4.0,3.3,3.3,4.7,4.3,3.5,5.3,4.5,3.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Jyväskylä,5.6,5.6,5.9,6.0,6.2,6.4,5.8,5.7,5.1,5.0,4.7,4.3,4.3,4.3,3.8,3.9,3.6,3.9,4.1,4.2,4.2,4.4,4.2,4.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Jämijärvi,3.5,3.5,5.3,4.0,2.2,3.7,3.2,3.7,4.3,2.9,2.9,2.5,3.5,3.0,3.6,3.6,2.6,2.8,2.8,3.5,0.0,0.0,0.0,0.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Jämsä,4.4,4.7,4.6,5.5,4.9,5.3,5.7,5.2,4.6,3.8,2.6,2.6,3.1,3.5,3.9,4.3,3.8,2.7,2.6,2.6,3.4,2.6,2.9,2.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Järvenpää,6.3,5.9,5.5,5.8,5.7,5.5,5.6,5.8,4.6,5.4,5.8,5.3,6.0,5.8,5.0,5.3,5.1,5.5,5.5,4.9,5.0,4.9,4.6,4.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Kaarina,5.2,5.5,5.0,5.0,5.2,6.2,5.5,5.6,5.6,5.0,4.4,3.2,3.5,3.3,4.0,2.6,3.0,3.8,3.5,3.6,3.1,3.4,3.1,3.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Kaavi,9.3,7.8,10.1,9.3,8.0,9.7,8.2,8.3,10.4,9.3,6.5,5.9,8.4,5.5,3.4,5.9,6.0,8.5,4.3,6.2,3.6,5.8,4.5,3.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Kajaani,7.9,7.7,7.3,6.9,7.1,7.6,7.1,7.1,7.8,8.0,7.3,7.2,7.2,6.3,6.4,6.5,6.1,4.7,5.9,5.9,6.5,6.4,6.4,6.5
"Psychiatric inpatient care, patients per 1000 inhabitants",Kalajoki,5.3,4.6,5.2,4.9,5.2,4.3,5.7,4.0,6.6,5.1,5.1,5.2,5.5,5.9,4.5,4.2,4.0,4.3,4.4,4.1,4.8,4.5,3.6,2.6
"Psychiatric inpatient care, patients per 1000 inhabitants",Kangasala,5.8,5.8,7.8,7.5,6.9,6.9,7.1,7.8,7.3,6.7,6.7,7.2,6.6,5.8,5.1,3.9,3.7,3.3,3.4,3.3,3.2,3.6,3.2,3.6
"Psychiatric inpatient care, patients per 1000 inhabitants",Kangasniemi,7.2,7.3,6.9,5.6,6.3,7.5,7.9,8.2,8.2,6.1,5.9,4.3,4.1,7.1,6.1,5.3,5.2,5.2,4.8,4.9,5.6,5.9,4.9,4.7
"Psychiatric inpatient care, patients per 1000 inhabitants",Kankaanpää,4.7,5.3,5.4,6.3,5.7,4.9,5.8,6.8,7.0,6.9,6.1,6.7,6.0,6.0,5.3,5.1,4.6,5.3,5.3,5.3,4.9,4.9,4.1,5.1
"Psychiatric inpatient care, patients per 1000 inhabitants",Kannonkoski,6.9,5.9,3.0,6.1,9.2,4.9,4.3,5.6,4.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
"Psychiatric inpatient care, patients per 1000 inhabitants",Kannus,4.1,5.0,5.6,5.7,4.5,4.7,4.8,5.3,4.4,4.8,5.9,2.8,3.5,4.2,3.0,5.7,4.8,4.3,4.2,4.9,4.6,3.7,4.9,5.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Karijoki,4.0,6.9,4.7,4.7,6.5,7.2,8.0,7.6,5.7,5.2,3.3,4.0,4.0,4.1,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Karkkila,5.3,6.9,7.1,7.3,7.4,7.0,8.2,7.1,6.5,6.5,6.5,5.2,6.5,6.3,5.6,4.0,4.4,4.5,4.9,4.7,4.9,4.8,5.2,3.4
"Psychiatric inpatient care, patients per 1000 inhabitants",Karstula,2.9,4.6,5.6,5.3,4.7,2.1,3.8,3.8,3.7,2.2,3.3,3.6,1.4,3.2,3.0,2.6,2.6,1.9,1.2,2.0,2.6,2.9,2.5,2.5
"Psychiatric inpatient care, patients per 1000 inhabitants",Karvia,5.3,5.7,5.4,5.8,7.7,5.3,5.4,5.8,4.4,3.7,1.9,3.8,2.4,5.5,2.4,3.2,4.9,3.7,4.2,3.8,4.3,6.1,3.1,3.6
"Psychiatric inpatient care, patients per 1000 inhabitants",Kaskinen,7.7,3.9,5.8,6.4,8.6,9.4,7.3,7.4,4.1,5.5,6.3,6.5,6.5,5.9,7.6,7.0,4.6,5.5,5.5,3.9,3.9,6.2,4.8,4.8
"Psychiatric inpatient care, patients per 1000 inhabitants",Kauhajoki,5.1,6.0,6.7,5.6,5.1,6.2,5.1,5.0,6.6,6.3,6.7,6.9,5.1,5.1,4.9,5.5,4.7,5.6,5.9,4.6,5.1,4.7,3.4,4.4
"Psychiatric inpatient care, patients per 1000 inhabitants",Kauhava,3.8,5.6,4.9,5.4,5.4,5.8,6.4,5.2,5.4,3.8,4.9,5.4,5.3,4.3,4.9,5.0,5.2,4.6,5.4,5.9,4.4,3.9,4.5,5.6
"Psychiatric inpatient care, patients per 1000 inhabitants",Kauniainen,2.9,3.2,2.9,3.0,2.8,3.1,3.2,2.7,2.6,2.9,3.1,3.0,2.9,3.2,3.3,3.0,3.6,3.3,3.5,2.4,2.1,2.3,1.9,2.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Kaustinen,2.9,4.1,4.1,3.2,3.6,3.4,5.5,4.4,6.0,5.4,4.4,3.5,5.1,4.4,4.2,3.7,4.0,3.7,5.1,7.3,5.4,3.6,3.8,3.6
"Psychiatric inpatient care, patients per 1000 inhabitants",Keitele,7.1,6.1,5.8,6.4,3.6,5.4,7.8,3.4,4.2,3.9,5.1,4.4,2.8,3.7,2.5,2.9,5.1,3.0,4.9,4.5,2.3,3.3,3.9,3.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Kemi,7.7,6.7,6.6,6.7,7.1,7.7,7.5,6.9,6.9,6.2,5.7,6.6,7.0,7.0,6.5,5.7,5.5,5.4,6.3,6.3,5.5,5.9,7.2,8.2
"Psychiatric inpatient care, patients per 1000 inhabitants",Kemijärvi,6.7,7.8,6.3,4.4,6.5,5.9,5.3,5.1,4.9,4.3,5.8,5.4,3.1,3.8,4.7,5.0,4.4,4.0,4.6,3.7,3.6,4.1,4.0,5.4
"Psychiatric inpatient care, patients per 1000 inhabitants",Keminmaa,3.9,5.4,5.2,3.4,4.5,4.7,4.2,3.3,3.8,3.6,2.6,3.0,2.7,3.2,3.5,4.4,3.8,3.7,4.1,3.3,3.0,3.8,4.4,3.4
"Psychiatric inpatient care, patients per 1000 inhabitants",Kempele,4.0,5.2,4.2,4.2,5.1,4.6,3.3,4.3,5.8,4.7,4.5,4.6,3.9,3.9,3.1,3.5,3.0,3.0,3.5,3.3,2.8,3.0,2.5,2.2
"Psychiatric inpatient care, patients per 1000 inhabitants",Kerava,6.5,6.8,6.7,6.8,6.3,4.9,5.0,4.9,5.2,5.5,6.0,5.4,4.9,4.7,4.7,4.8,4.5,4.5,5.4,4.4,4.5,3.8,3.5,4.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Keuruu,5.6,6.5,6.4,6.6,7.6,6.5,6.9,3.8,5.3,4.6,3.2,3.7,3.0,3.5,3.2,2.7,2.4,2.8,2.7,1.7,2.1,3.1,2.6,3.7
"Psychiatric inpatient care, patients per 1000 inhabitants",Kihniö,7.4,8.8,4.6,4.6,8.9,6.8,6.5,6.6,8.5,6.2,4.9,4.1,3.7,7.1,2.9,5.9,5.0,6.1,5.2,3.8,4.4,4.4,4.0,2.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Kimitoön,9.5,8.9,7.9,7.3,6.7,6.6,7.7,7.6,6.4,5.5,6.4,5.2,4.9,5.3,5.8,5.5,6.0,5.2,4.3,2.7,2.3,2.6,2.4,1.5
"Psychiatric inpatient care, patients per 1000 inhabitants",Kinnula,2.8,6.3,4.0,5.1,5.2,7.2,3.2,3.2,3.2,2.8,2.8,2.8,3.4,3.4,2.9,2.9,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Kirkkonummi,4.0,3.8,3.2,3.8,3.4,2.9,3.6,3.4,3.9,3.4,3.6,3.4,2.8,3.3,3.0,3.3,3.5,4.0,3.9,3.6,3.7,3.9,3.2,2.6
"Psychiatric inpatient care, patients per 1000 inhabitants",Kitee,4.6,5.0,4.8,3.8,3.9,4.3,4.7,4.6,5.0,5.7,5.1,5.3,5.1,5.6,5.0,5.3,4.5,5.3,6.4,6.0,5.7,6.4,5.6,6.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Kittilä,4.6,5.0,4.3,5.2,4.8,5.1,3.6,3.7,3.5,3.9,4.7,3.5,3.0,5.1,3.9,3.4,4.7,3.6,3.4,2.3,2.3,2.8,1.8,2.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Kiuruvesi,8.0,8.3,8.3,8.0,7.8,7.6,9.2,6.7,9.0,8.4,7.1,6.1,5.6,7.7,6.2,5.9,4.7,6.3,5.3,1.9,6.4,6.2,5.9,5.5
"Psychiatric inpatient care, patients per 1000 inhabitants",Kivijärvi,6.8,8.9,5.9,3.4,5.5,3.5,3.5,4.4,4.4,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
"Psychiatric inpatient care, patients per 1000 inhabitants",Kokemäki,4.0,5.8,5.8,7.2,6.8,5.3,7.9,8.3,9.1,8.5,8.0,7.3,6.2,5.3,5.7,5.7,4.5,4.1,5.5,5.6,4.6,4.5,4.9,4.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Kokkola,5.9,6.5,5.8,6.1,6.1,6.3,6.6,6.6,7.6,6.5,6.5,6.1,5.7,5.9,5.2,5.4,5.2,5.4,5.3,6.0,6.0,5.6,5.1,5.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Kolari,5.8,6.7,5.1,5.9,7.3,8.4,6.3,7.9,4.9,4.2,4.4,3.4,5.5,2.6,3.1,2.6,2.4,3.1,4.4,4.2,3.3,4.8,2.8,5.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Konnevesi,4.4,3.7,3.1,2.5,4.4,3.2,2.0,3.0,3.0,3.0,2.7,1.7,3.8,3.5,2.5,2.5,2.2,1.8,1.9,1.9,1.9,1.9,2.0,2.4
"Psychiatric inpatient care, patients per 1000 inhabitants",Kontiolahti,5.2,4.8,3.7,4.4,5.6,3.5,5.2,4.3,4.3,3.5,2.7,2.8,2.5,3.1,3.7,2.8,2.9,4.4,4.3,5.3,4.8,4.9,4.6,5.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Korsholm,3.3,2.0,2.9,2.8,3.9,3.1,3.2,3.0,3.3,2.7,3.2,2.5,2.5,3.0,2.0,1.7,2.8,3.0,2.7,2.9,2.1,2.8,2.1,2.8
"Psychiatric inpatient care, patients per 1000 inhabitants",Korsnäs,4.0,3.6,6.7,5.4,7.3,8.2,6.3,2.7,4.1,3.6,5.3,5.3,3.1,2.3,2.3,2.3,2.3,4.7,4.7,3.4,3.4,2.9,2.9,2.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Koski Tl,4.3,4.3,7.4,5.1,3.5,3.6,6.4,8.0,6.1,6.1,5.7,4.5,3.3,3.3,4.9,3.3,2.5,3.0,2.1,3.5,3.1,2.6,2.2,4.1
"Psychiatric inpatient care, patients per 1000 inhabitants",Kotka,8.4,7.7,7.2,6.3,5.5,5.7,5.4,5.2,6.0,5.7,5.1,4.6,5.1,4.8,5.3,5.1,4.4,5.4,5.3,5.3,5.2,4.9,4.1,4.5
"Psychiatric inpatient care, patients per 1000 inhabitants",Kouvola,5.7,6.0,6.0,5.6,5.5,5.3,6.0,5.4,5.2,5.3,5.0,4.3,4.8,4.2,4.7,5.1,5.3,5.8,5.6,5.4,5.3,5.3,4.7,4.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Kristinestad,4.9,4.9,5.0,4.8,6.6,5.9,4.7,5.1,6.3,4.0,3.9,3.8,3.7,3.9,3.4,3.7,3.9,3.9,3.5,2.9,2.5,2.4,2.1,2.7
"Psychiatric inpatient care, patients per 1000 inhabitants",Kronoby,3.7,2.2,2.6,4.3,3.2,2.9,2.4,2.8,3.3,3.4,2.1,3.6,3.5,1.9,2.6,3.1,2.6,3.4,3.2,3.3,3.6,3.4,3.6,3.1
"Psychiatric inpatient care, patients per 1000 inhabitants",Kuhmo,4.4,5.4,5.7,4.5,5.0,4.8,5.5,4.6,5.2,4.7,5.5,5.5,5.3,4.5,4.7,4.7,4.2,3.2,4.7,5.3,5.8,5.7,4.9,5.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Kuhmoinen,5.0,5.4,4.1,4.9,2.8,3.6,4.4,4.1,6.1,2.0,2.0,3.7,3.7,2.9,5.1,3.4,3.1,2.3,2.3,2.3,2.3,3.3,3.3,3.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Kumlinge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Kuopio,8.6,8.5,7.7,7.5,8.3,8.6,8.8,8.7,8.3,7.5,7.2,7.3,7.2,6.9,6.3,6.6,6.3,6.7,6.9,6.6,6.0,5.9,6.0,6.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Kuortane,8.5,7.2,7.6,7.2,6.6,8.4,6.7,7.1,6.2,5.5,5.3,4.6,5.7,6.0,5.4,5.1,5.1,4.7,3.1,3.1,2.3,2.6,2.0,2.4
"Psychiatric inpatient care, patients per 1000 inhabitants",Kurikka,5.4,6.0,6.1,5.7,6.0,5.4,5.9,5.3,5.3,5.5,5.2,5.6,5.3,4.8,4.6,4.0,3.7,4.5,4.5,4.2,4.1,4.1,4.8,5.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Kustavi,10.2,10.2,6.2,7.3,5.3,7.5,7.7,5.5,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
"Psychiatric inpatient care, patients per 1000 inhabitants",Kuusamo,9.1,8.6,8.7,8.0,7.9,8.9,10.2,9.9,9.0,9.8,8.9,9.7,9.8,10.2,9.1,2.7,2.5,3.7,3.2,3.4,2.6,3.1,4.2,3.8
"Psychiatric inpatient care, patients per 1000 inhabitants",Kyyjärvi,3.4,3.4,3.9,3.0,3.0,3.9,3.9,3.9,3.9,6.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Kärkölä,6.1,6.6,5.5,5.4,4.6,5.2,6.5,4.7,5.7,2.3,3.3,4.4,5.2,5.0,4.3,3.9,3.7,4.2,5.4,3.4,3.7,5.4,3.6,3.4
"Psychiatric inpatient care, patients per 1000 inhabitants",Kärsämäki,7.2,5.1,6.4,5.1,6.5,7.3,8.0,6.7,6.7,5.1,5.9,6.7,6.5,5.1,5.9,5.6,6.4,5.7,5.7,6.6,7.9,9.5,3.6,2.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Kökar,0.0,0.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Lahti,7.5,7.4,7.6,7.6,6.7,6.8,6.6,7.2,7.4,5.7,5.6,5.7,5.3,5.1,4.9,5.0,5.3,5.6,5.3,5.4,5.8,5.7,5.7,5.6
"Psychiatric inpatient care, patients per 1000 inhabitants",Laihia,5.1,4.7,4.6,4.7,3.7,3.8,4.4,4.4,4.0,4.9,3.3,4.9,5.5,4.5,4.2,3.7,4.7,3.0,2.7,3.2,2.3,3.7,2.9,2.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Laitila,5.9,5.8,6.3,6.3,5.8,7.8,6.7,7.8,5.0,4.4,3.4,4.4,3.3,3.9,3.9,3.9,4.3,3.3,3.1,2.1,3.0,3.7,3.1,3.8
"Psychiatric inpatient care, patients per 1000 inhabitants",Lapinjärvi,5.0,4.7,5.0,3.7,3.0,2.7,3.1,2.4,2.0,1.7,3.5,5.6,3.5,2.5,2.9,1.8,2.2,3.7,2.6,3.1,2.3,3.9,3.9,3.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Lapinlahti,6.7,8.3,8.9,8.7,9.4,8.5,8.6,8.0,8.6,8.5,6.1,5.2,7.2,5.7,6.1,5.4,5.4,6.3,5.2,3.9,4.8,5.8,5.8,4.7
"Psychiatric inpatient care, patients per 1000 inhabitants",Lappajärvi,7.2,5.6,3.9,6.3,6.1,6.3,5.3,4.8,7.1,5.4,6.1,4.9,7.4,3.6,4.9,2.5,2.5,3.5,2.9,4.7,3.4,3.8,2.8,3.6
"Psychiatric inpatient care, patients per 1000 inhabitants",Lappeenranta,6.9,6.8,6.9,6.7,7.2,6.9,6.6,6.5,7.1,7.1,6.8,6.3,6.6,6.1,5.7,4.8,4.7,5.3,5.0,5.1,4.6,4.8,5.1,5.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Lapua,4.5,4.9,5.8,5.4,5.8,6.4,5.0,5.0,4.6,4.7,3.8,3.8,4.2,3.7,3.5,3.8,3.8,3.9,4.8,3.8,4.6,4.0,4.4,4.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Larsmo,1.7,1.2,1.2,1.4,1.7,1.7,1.7,1.7,1.7,1.3,1.0,1.8,1.0,1.6,2.7,1.9,2.5,3.0,2.6,1.3,3.3,1.8,1.9,1.5
"Psychiatric inpatient care, patients per 1000 inhabitants",Laukaa,5.0,4.9,5.0,4.4,4.5,3.3,3.9,2.8,3.0,2.0,1.7,2.7,2.5,2.7,2.1,2.6,2.6,3.0,2.4,2.7,3.0,3.4,3.1,2.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Lemi,4.5,3.5,6.1,5.4,5.1,6.1,5.6,6.5,4.6,4.6,3.9,4.9,1.6,3.8,1.6,2.0,3.6,3.6,2.6,2.7,2.7,2.7,4.9,3.1
"Psychiatric inpatient care, patients per 1000 inhabitants",Lemland,0.0,0.0,3.6,3.0,5.1,5.1,5.1,5.1,3.4,3.8,3.8,3.8,3.2,3.1,3.5,3.5,3.5,4.9,2.5,0.0,2.8,2.8,4.7,3.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Lempäälä,4.0,3.6,4.0,4.1,4.2,4.2,3.8,5.3,5.2,3.7,4.5,4.5,3.0,3.7,3.2,3.4,3.0,3.4,3.3,3.9,3.3,3.3,2.7,3.2
"Psychiatric inpatient care, patients per 1000 inhabitants",Leppävirta,5.8,6.3,6.2,6.6,6.3,6.9,6.9,5.0,6.3,7.0,6.8,6.1,6.0,5.5,5.4,5.2,5.8,7.9,9.1,6.9,4.1,3.7,4.4,4.1
"Psychiatric inpatient care, patients per 1000 inhabitants",Lestijärvi,10.6,12.0,13.2,12.3,6.3,7.3,6.4,8.8,6.8,5.8,7.0,6.2,6.2,6.2,6.2,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Lieksa,6.6,5.7,4.8,4.4,3.9,4.0,4.9,5.8,6.4,4.9,4.0,4.3,5.2,4.9,5.2,4.3,3.5,5.2,6.5,5.1,6.0,6.7,7.0,5.6
"Psychiatric inpatient care, patients per 1000 inhabitants",Lieto,3.4,3.4,3.8,3.6,3.6,3.1,2.8,3.2,3.7,3.3,3.5,3.5,3.0,2.2,2.8,3.0,2.7,3.1,3.1,2.6,3.1,2.7,2.2,3.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Liminka,4.0,4.4,4.4,5.4,6.3,2.7,3.5,3.7,3.1,3.0,3.3,3.5,2.4,3.6,2.6,3.1,3.0,3.3,2.0,3.8,3.1,3.7,2.9,3.1
"Psychiatric inpatient care, patients per 1000 inhabitants",Liperi,4.6,5.2,5.4,5.7,6.1,6.7,5.0,4.6,5.3,6.1,5.7,5.0,4.4,4.1,5.1,5.9,5.9,6.1,7.6,5.8,6.1,5.7,5.4,6.3
"Psychiatric inpatient care, patients per 1000 inhabitants",Lohja,6.3,6.3,6.4,6.1,6.3,6.1,6.2,6.4,6.4,6.0,5.9,6.0,5.5,5.4,5.1,4.9,4.1,4.5,4.7,5.1,4.6,4.7,4.6,4.5
"Psychiatric inpatient care, patients per 1000 inhabitants",Loimaa,5.6,5.2,4.9,5.9,7.7,7.3,6.4,7.5,7.5,5.1,4.5,5.0,3.8,4.0,3.4,3.6,3.5,4.0,4.2,4.0,3.7,3.6,3.7,3.1
"Psychiatric inpatient care, patients per 1000 inhabitants",Loppi,5.8,4.5,3.9,4.3,4.7,5.4,5.1,5.8,4.4,3.8,3.9,3.2,3.1,4.0,2.9,3.3,2.7,2.7,3.8,3.1,2.9,3.3,2.7,2.7
"Psychiatric inpatient care, patients per 1000 inhabitants",Loviisa,6.4,4.2,4.4,4.2,4.6,4.3,4.6,4.4,4.1,4.3,5.0,4.4,3.4,3.2,4.7,4.0,3.6,3.1,3.1,3.9,2.9,2.9,3.0,2.8
"Psychiatric inpatient care, patients per 1000 inhabitants",Luhanka,6.5,6.5,8.7,5.9,5.9,5.9,5.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Lumijoki,3.6,2.9,4.6,5.7,2.7,2.7,5.8,4.2,6.2,3.0,3.5,5.9,4.8,4.8,3.9,2.4,2.9,2.9,2.4,3.5,3.5,3.5,5.0,3.9
"Psychiatric inpatient care, patients per 1000 inhabitants",Lumparland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Psychiatric inpatient care, patients per 1000 inhabitants",Luumäki,6.0,6.3,6.7,6.2,6.3,5.5,6.1,6.5,6.6,5.2,5.4,5.9,4.2,3.8,3.8,2.9,4.8,2.9,3.4,4.1,4.4,3.1,3.2,4.8
"Psychiatric inpatient care, patients per 1000 inhabitants",Malax,6.6,5.0,4.7,4.9,5.9,5.8,5.8,6.3,5.6,6.1,6.1,5.2,5.2,5.0,4.3,3.1,4.0,3.5,4.2,2.7,2.6,2.4,2.7,2.4
"Psychiatric inpatient care, patients per 1000 inhabitants",Mariehamn,1.5,1.5,7.0,7.2,6.3,8.6,7.3,7.1,7.8,7.6,6.6,6.9,8.4,6.7,7.4,7.9,7.8,6.3,6.0,2.2,0.6,7.9,7.7,7.9
