municipality,year,Life_support,Pension benefits_excl_guaranteed_pension,Pension_support,Pensioner_housing_allowance,Special_care_allowance,School_travel_allowance,Rehabilitation,Rehabilitation_allowance,Child_benefit,Child_care_allowances,Special_support_for_immigrants,Student_loan_repayment,Student_loan_interest_subsidy,Student_loan_reduction,Study_support,Family_leave_allowance,Basic_income_support,Medical_benefits,Sickness_benefits,Military_allowance,Guaranteed_pension,Unemployment_insurance,Disability_benefits,Parental_allowance,Annual_holiday_expense_allowance,Temporary_power_support,General_housing_allowance,Maternity_allowance
Loimaa,2009,0,0,0,0,12,288,305,200,1720,349,0,17,6,4,810,11,925.5,13427,891,32,758.75,658,0,393,52,14.25,0,141
Loimaa,2010,0,0,0,0,16,294,287,174,1672,363,0,17,6,11,791,11,925.5,13509,886,30,758.75,668,0,386,53,14.25,0,156
Loimaa,2011,0,0,0,0,16,277,285,178,1634,341,0,17,6,8,728,11,925.5,13611,925,35,0,632,0,382,58,14.25,0,148
Loimaa,2012,0,0,0,0,11,246,283,176,1630,338,0,17,6,13,674,11,925.5,13414,932,30,0,632,0,417,79,14.25,0,148
Loimaa,2013,0,0,0,0,13,251,289,181,1621,351,0,17,6,5,636,11,925.5,13116,879,27,0,685,0,412,70,14.25,0,148
Loimaa,2014,0,0,0,0,8,249,285,167,1573,359,0,17,6,16,615,11,925.5,13034,804,24,0,765,0,366,77,14.25,0,123
Loimaa,2015,0,0,0,0,14,258,294,165,1539,311,0,17,6,8,586,11,925.5,12880,796,20,0,830,0,345,66,14.25,0,128
Loimaa,2016,0,0,0,0,17,251,279,144,1514,303,0,17,6,9,540,11,925.5,11738,791,28,0,883,0,322,70,14.25,0,116
Loimaa,2017,0,0,0,0,9,283,256,95,1502,293,0,17,6,12,529,13,0,11802,762,21,0,881,0,352,60,14.25,0,125
Loimaa,2018,195.9230769,2636.615385,7.666666667,602.3076923,13,124.4166667,139.6923077,37.53846154,1408.153846,178.6153846,0,4.5,6,6,302.6153846,12.5,262,5955.307692,204.6153846,6.538461538,326.1538462,549.3076923,1029.153846,132,10.81818182,14.25,542.5384615,18.81818182
Loimaa,2019,211.4615385,2566.692308,7.692307692,604.7692308,10,119,146,46.76923077,1379.153846,175.3846154,0,8.5,6,6,320.1538462,10,261.8461538,5878.461538,211,10.61538462,317.6923077,548.4615385,1001.461538,116.8461538,12.25,14.25,541.8461538,14.5
Loimaa,2020,229.1538462,2708,13.76923077,625.7692308,8,94.41666667,163,55.30769231,1357.923077,166.3076923,0,9.666666667,6,6,307.0769231,11.75,302.6923077,5720.538462,212.3846154,8.538461538,381.6923077,654.0769231,1087.769231,115.3076923,9.181818182,14.25,567,18.84615385
Loimaa,2021,218.1538462,2640.307692,9.230769231,616.9230769,10,93.58333333,178.3076923,62.30769231,1341.538462,145.2307692,0,9.333333333,6,6,309.6153846,12.2,288,5814.923077,236.7692308,8.153846154,378.9230769,621.2307692,1046.538462,135.0769231,11.3,14.25,571.3846154,17.15384615
Loimaa,2022,208.3846154,2535.153846,5.4,576,6.5,120.1666667,181.6153846,68.46153846,1299.384615,135.3846154,0,11.33333333,4,6,297.0769231,10,269.9230769,5941.692308,355.2307692,12.15384615,379.6923077,493.5384615,994.2307692,114.1538462,10.28571429,14.25,542.8461538,15
Loimaa,2023,205,2456.153846,0,559.2307692,9.333333333,130.6923077,179.8461538,63.92307692,1298.461538,121.2307692,0,10,6.333333333,6,271.1538462,13.75,267.6153846,5833.615385,248.3846154,14.69230769,374.6923077,474.8461538,942.6923077,113.5384615,11,7.5,532,13.61538462
Loimaa,2024,191.25,2408.875,0,607.125,9.333333333,129.1428571,187.5,52,1297.25,96.25,0,9,4.666666667,6,221.5,5.25,282.125,5213,176.5,10.125,375.75,452.75,912.5,111.875,5.857142857,7.5,608.5,8.25
Loppi,2008,191.25,0,0,0,7,207,93,65,985,228,0,9,4.666666667,6,207,5.25,282.125,6223,514,9,375.75,240,0,226,37,7.5,0,88
Loppi,2009,0,0,0,0,6,214,92,62,984,209,0,9,4.666666667,6,234,5.25,282.125,6202,523,8,375.75,278,0,266,35,7.5,0,105
Loppi,2010,0,0,0,0,5,229,97,66,978,233,0,9,4.666666667,6,220,5.25,282.125,6288,492,7,375.75,270,0,255,54,7.5,0,71
Loppi,2011,0,0,0,0,5,222,106,72,992,234,0,9,4.666666667,6,223,5.25,282.125,6365,537,8,0,265,0,225,32,7.5,0,88
Loppi,2012,0,0,0,0,4,247,106,67,958,234,0,9,4.666666667,6,221,5.25,282.125,6441,526,8,0,258,0,231,41,7.5,0,83
Loppi,2013,0,0,0,0,9,253,100,71,952,235,0,9,4.666666667,7,215,5.25,282.125,6402,521,8,0,283,0,234,46,7.5,0,81
Loppi,2014,0,0,0,0,7,257,109,63,943,226,0,9,4.666666667,7,189,5.25,282.125,6403,520,6,0,319,0,238,50,7.5,0,80
Loppi,2015,0,0,0,0,7,254,118,65,909,218,0,9,4.666666667,7,193,5.25,282.125,6245,480,6,0,331,0,225,42,7.5,0,68
Loppi,2016,0,0,0,0,4,246,134,67,899,216,0,9,4.666666667,7,190,5.25,282.125,5799,487,6,0,319,0,184,36,7.5,0,70
Loppi,2017,0,0,0,0,4,237,135,53,867,197,0,9,4.666666667,7,170,13,0,5606,478,6,0,288,0,214,45,7.5,0,65
Loppi,2018,74.15384615,1054.076923,0,183.4615385,4,97.33333333,56.38461538,17.92307692,813.6153846,136.2307692,0,6.5,4.666666667,7,90.30769231,11.5,75.92307692,2755.153846,132.7692308,4,102.4615385,157.3076923,341.4615385,61.61538462,12,7.5,117.6153846,14
Loppi,2019,77,1021.076923,3.333333333,189.6153846,7,89.92307692,62.53846154,17.23076923,791.3846154,108.7692308,0,6.5,4.666666667,7,103.4615385,11.33333333,77.15384615,2749.307692,126.2307692,4,104.6153846,143.5384615,350.3846154,57.76923077,8.625,7.5,110.2307692,11.5
Loppi,2020,78.61538462,1089.230769,4,195.9230769,4,87.58333333,65.84615385,18.07692308,776.0769231,99.61538462,0,6.5,4.666666667,7,109.7692308,13,100.3846154,2647.307692,140.6923077,4,130.6923077,181.4615385,388.0769231,53.61538462,11.5,7.5,115.3076923,13.75
Loppi,2021,74.23076923,1081.538462,4,190.7692308,7,80.54545455,75.92307692,20.07692308,750.2307692,93.38461538,0,7.5,4.666666667,7,107.8461538,11.66666667,90.69230769,2697.615385,155.1538462,4,130.6153846,171.1538462,382.6923077,65.61538462,11.6,7.5,111.6923077,12.75
Loppi,2022,66.84615385,1058.692308,0,181,4,98.23076923,92.23076923,24.46153846,732.5384615,99.38461538,0,7,4.666666667,7,97.92307692,14.5,91,2758.923077,203.4615385,4,138.6923077,116,386.0769231,65.07692308,10.71428571,7.5,111.9230769,12.83333333
Loppi,2023,61.53846154,1025.846154,0,170.9230769,4,129.4615385,82.15384615,22.38461538,717.4615385,92.69230769,0,9.666666667,4.666666667,7,103.8461538,9,83.46153846,2745.615385,142.5384615,5.285714286,131.4615385,114.6153846,375.7692308,56.69230769,13.33333333,5,120,9.7
Loppi,2024,65.375,991.375,0,180,4,114.5,71.625,17.25,702.75,71.875,0,5,4.666666667,7,77,4,71.75,2428.375,99.375,4.25,127.75,114.625,362.25,57.875,5,5,129.5,4.75
Loviisa,2008,65.375,0,0,0,4,92,74,50,737,149,0,5,5,7,229,4,71.75,5860,526,20,127.75,315,0,127,19,5,0,51
Loviisa,2009,0,0,0,0,4,104,67,53,727,150,0,5,4,7,269,4,71.75,5819,491,19,127.75,344,0,136,16,5,0,53
Loviisa,2010,0,0,0,0,9,327,135,82,1621,358,0,5,4,6,537,4,71.75,12115,945,17,127.75,612,0,369,49,5,0,131
Loviisa,2011,0,0,0,0,6,332,141,78,1605,380,0,5,4,5,488,4,71.75,12152,935,15,0,589,0,385,51,5,0,150
Loviisa,2012,0,0,0,0,4,363,156,90,1611,389,0,5,4,4,449,4,71.75,12080,958,8,0,653,0,399,59,5,0,152
Loviisa,2013,0,0,0,0,10,361,198,117,1576,393,0,5,4,7,469,4,71.75,11896,935,14,0,705,0,384,73,5,0,117
Loviisa,2014,0,0,0,0,9,387,216,129,1542,374,0,5,4,5,459,4,71.75,12008,935,11,0,771,0,330,62,5,0,132
Loviisa,2015,0,0,0,0,4,378,204,118,1512,344,0,5,4,8,452,4,71.75,11843,869,10,0,821,0,348,57,5,0,112
Loviisa,2016,0,0,0,0,7,343,185,69,1507,335,0,5,4,8,403,4,71.75,10800,794,10,0,866,0,331,57,5,0,114
Loviisa,2017,0,0,0,0,8,365,189,64,1455,322,0,5,4,8,386,13,0,10451,827,17,0,863,0,321,61,5,0,98
Loviisa,2018,143.3076923,1866.384615,7.916666667,605.0769231,11,160,101.7692308,17.69230769,1352.153846,193.6923077,0,4,4,4,218.3846154,12.4,302.3076923,5244.461538,219.7692308,7.384615385,224.3076923,531.6923077,662.3076923,108.6923077,11.875,5,522.0769231,13.72727273
Loviisa,2019,128.7692308,1809.230769,9.076923077,604.6153846,6,137.9230769,108.2307692,19.76923077,1317,169.8461538,0,11,4,4,214.3076923,12.66666667,281,5144.923077,205.6153846,9.307692308,230.6923077,493,672.3076923,92.30769231,10.77777778,5,500.7692308,13.61538462
Loviisa,2020,137.6923077,1916.538462,14.92307692,612.4615385,5,140.2,114.6153846,24.53846154,1298.846154,155.9230769,0,9,4,5,219.8461538,12.28571429,318,4987.230769,210.4615385,12.61538462,275.4615385,587.6153846,721.8461538,107.4615385,11.45454545,5,500.7692308,16.07692308
Loviisa,2021,134.2307692,1871.923077,9.076923077,580.4615385,8,108.5,133.4615385,22.92307692,1289.076923,141.7692308,0,10,4,5,214.2307692,11,282.6923077,4989.846154,218.8461538,5,280.8461538,606.9230769,701.2307692,109.4615385,9,5,513.6153846,13.76923077
Loviisa,2022,128.3076923,1832.923077,5.625,561.7692308,4,140.6923077,141.6153846,27.53846154,1264.615385,116.5384615,0,10.33333333,4,5,199.3846154,11.875,270.6923077,5085.923077,370.6923077,5.916666667,289.2307692,483.4615385,676,100.4615385,11.81818182,5,464.9230769,13.41666667
Loviisa,2023,127.8461538,1824.923077,5.625,564,7,176.7692308,135.0769231,24,1242,110,0,11,5,5,201.9230769,13.5,254.5384615,5167.076923,234.6153846,5.846153846,293.8461538,427.7692308,678.6153846,91.53846154,10.75,6,454,14.90909091
Loviisa,2024,131.75,1801.25,5.625,596.625,7,151.2857143,118.375,16.5,1222,84.875,0,9,8,5,171.125,4.333333333,233.375,4577.375,145.75,9.875,295.875,428.625,655.5,96.375,5.4,6,487.875,5.666666667
Luhanka,2008,131.75,0,5.625,0,7,21,10,7,63,9,0,9,8,5,19,4.333333333,233.375,662,32,9.875,295.875,28,0,9,5.4,6,0,4
Luhanka,2009,0,0,5.625,0,7,18,12,9,57,12,0,9,8,5,20,4.333333333,233.375,673,31,9.875,295.875,28,0,14,5.4,6,0,7
Luhanka,2010,0,0,5.625,0,7,18,8,4,58,11,0,9,8,5,24,4.333333333,233.375,659,37,9.875,295.875,23,0,18,5.4,6,0,4
Luhanka,2011,0,0,5.625,0,7,18,10,6,59,12,0,9,8,5,27,4.333333333,233.375,654,27,9.875,0,24,0,14,5.4,6,0,8
Luhanka,2012,0,0,5.625,0,7,14,5,5,53,15,0,9,8,5,23,4.333333333,233.375,628,28,9.875,0,24,0,19,5.4,6,0,5
Luhanka,2013,0,0,5.625,0,7,14,11,6,47,13,0,9,8,5,18,4.333333333,233.375,614,38,9.875,0,26,0,11,5,6,0,5
Luhanka,2014,0,0,5.625,0,7,16,12,5,48,13,0,9,8,5,17,4.333333333,233.375,611,21,9.875,0,25,0,24,5,6,0,10
Luhanka,2015,0,0,5.625,0,7,15,13,6,47,16,0,9,8,5,20,4.333333333,233.375,604,29,9.875,0,26,0,11,5,6,0,10
Luhanka,2016,0,0,5.625,0,7,16,8,5,49,13,0,9,8,5,17,4.333333333,233.375,569,27,9.875,0,30,0,9,5,6,0,10
Luhanka,2017,0,0,0,0,7,15,7,5,47,9,0,9,8,5,14,4.333333333,0,560,30,9.875,0,30,0,7,5,6,0,10
Luhanka,2018,4.615384615,195.3846154,0,25.38461538,7,6,6.416666667,4,39.07692308,4.166666667,0,9,8,5,9.9,4.333333333,3.714285714,292.3846154,8.857142857,9.875,23.84615385,20.92307692,46.30769231,5,5,6,5.461538462,10
Luhanka,2019,4.461538462,185.6923077,0,24.07692308,7,5.4,5.428571429,4,37.07692308,4.166666667,0,9,8,5,12.1,4.333333333,4.272727273,281,7.727272727,9.875,20.92307692,14.38461538,45.46153846,5,5,6,5.076923077,10
Luhanka,2020,5.461538462,192.1538462,0,22.76923077,7,5.8,6.555555556,4,34.23076923,4,0,9,8,5,14.54545455,4.333333333,5.454545455,275.8461538,6.555555556,9.875,24.69230769,17.61538462,45.84615385,5,5,6,5.461538462,10
Luhanka,2021,6.307692308,183.7692308,0,20.84615385,7,5,8.230769231,5,35.23076923,4.555555556,0,9,8,5,14.72727273,4.333333333,6.636363636,280.0769231,9.363636364,9.875,23.61538462,18,40.23076923,5,5,6,6.538461538,10
Luhanka,2022,6.538461538,178.9230769,0,20.53846154,7,0,6.846153846,5,30.76923077,4.555555556,0,9,8,5,12.81818182,4.333333333,6.272727273,301.6153846,12.45454545,9.875,23.07692308,18.30769231,38.76923077,4,5,6,7.846153846,10
Luhanka,2023,5.333333333,174.1538462,0,20.69230769,7,4,8.384615385,4,29.23076923,4.555555556,0,9,8,5,11.45454545,4.333333333,5.6,302,10.92307692,9.875,22.61538462,19,32.92307692,7.6,4,6,6.461538462,6
Luhanka,2024,5.333333333,173.875,0,21.375,7,4,7.2,4,34,4.555555556,0,9,8,5,11.2,4.333333333,5.875,269.875,5.714285714,9.875,23,24.125,34.125,5,4,6,10,6
Lumijoki,2008,5.333333333,0,0,0,7,94,34,17,248,76,0,9,8,5,79,4.333333333,5.875,1326,113,5,23,85,0,95,7,6,0,35
Lumijoki,2009,0,0,0,0,5,99,34,18,253,68,0,9,8,5,80,4.333333333,5.875,1350,128,5,23,88,0,94,7,6,0,39
Lumijoki,2010,0,0,0,0,6,105,27,18,249,75,0,9,8,5,83,4.333333333,5.875,1397,101,5,23,72,0,100,6,6,0,38
Lumijoki,2011,0,0,0,0,7,94,30,13,248,80,0,9,8,5,66,4.333333333,5.875,1426,105,5,0,89,0,113,13,6,0,39
Lumijoki,2012,0,0,0,0,7,99,31,19,239,85,0,9,8,5,67,4.333333333,5.875,1388,108,5,0,72,0,106,13,6,0,38
Lumijoki,2013,0,0,0,0,7,99,34,17,237,88,0,9,8,5,71,4.333333333,5.875,1397,119,7,0,79,0,101,12,6,0,36
Lumijoki,2014,0,0,0,0,6,102,37,20,231,86,0,9,8,5,78,4.333333333,5.875,1316,135,7,0,91,0,89,12,6,0,27
Lumijoki,2015,0,0,0,0,11,84,38,19,229,75,0,9,8,5,73,4.333333333,5.875,1311,98,7,0,105,0,88,11,6,0,35
Lumijoki,2016,0,0,0,0,7,98,35,13,237,80,0,9,8,5,68,4.333333333,5.875,1289,99,7,0,100,0,99,9,6,0,30
Lumijoki,2017,0,0,0,0,8,91,43,12,235,80,0,9,8,5,64,4.333333333,0,1287,111,7,0,102,0,85,8,6,0,28
Lumijoki,2018,13.76923077,231.8461538,0,56.92307692,5,53.58333333,27.15384615,8.166666667,229.9230769,43.30769231,0,9,8,4,36.08333333,4,12.38461538,555.6923077,32.61538462,7,35.07692308,58.07692308,100.1538462,30.61538462,6,6,44.38461538,15.5
Lumijoki,2019,12.76923077,224.0769231,0,58.92307692,4,61.66666667,26.53846154,6.555555556,227.6923077,39.15384615,0,9,8,4,38.58333333,5,13.15384615,554.3076923,32.23076923,7,32.92307692,52.76923077,90.46153846,28.92307692,8,6,40.23076923,21
Lumijoki,2020,12,241.5384615,0,59.92307692,4,68.9,29,5,228.4615385,33.30769231,0,9,8,4,40.38461538,5,20.07692308,531.6923077,31.46153846,7,40.61538462,60.84615385,101,33,2.5,6,37.15384615,8.166666667
Lumijoki,2021,11.46153846,237.3076923,0,56.84615385,4,56.33333333,34.46153846,7.153846154,226.5384615,36.53846154,0,9,8,4,40.38461538,5,19.46153846,537.0769231,35.38461538,7,39.76923077,52,104.1538462,26,14,6,36.76923077,13.5
Lumijoki,2022,12.61538462,224.2307692,0,57.23076923,7,68,31.15384615,7,223,33.76923077,0,9,8,4,40.07692308,8,13.84615385,576.1538462,51.84615385,7,37.61538462,36.15384615,99.15384615,29.30769231,6,6,35.15384615,9.666666667
Lumijoki,2023,14.15384615,218.3076923,0,54.61538462,5,75.75,30.76923077,8.461538462,221.1538462,29.61538462,0,5,8,4,38.66666667,8,13.84615385,578.5384615,45,0.8,35.92307692,36.76923077,101.7692308,18.61538462,7,6,35.38461538,10.66666667
Lumijoki,2024,11,212.625,0,56.25,5,62,28.25,8.25,222.75,21,0,5,8,4,29.875,8,19.625,500.75,30.625,0,34.375,32.75,96.125,30.125,7,6,44.625,5
Lumparland,2008,11,0,0,0,5,62,28.25,8.25,47,21,0,5,8,4,29.875,8,19.625,291,28,0,34.375,32.75,0,11,7,6,44.625,5
Lumparland,2009,0,0,0,0,5,62,28.25,8.25,48,21,0,5,8,4,29.875,8,19.625,284,31,0,34.375,32.75,0,9,7,6,44.625,5
Lumparland,2010,0,0,0,0,5,62,28.25,8.25,47,21,0,5,8,4,29.875,8,19.625,294,28,0,34.375,32.75,0,12,7,6,44.625,5
Lumparland,2011,0,0,0,0,5,62,28.25,8.25,48,21,0,5,8,4,29.875,8,19.625,295,27,0,0,32.75,0,11,7,6,44.625,5
Lumparland,2012,0,0,0,0,5,62,28.25,8.25,48,21,0,5,8,4,29.875,8,19.625,296,34,0,0,32.75,0,8,7,6,44.625,5
Lumparland,2013,0,0,0,0,5,62,28.25,8.25,47,21,0,5,8,4,29.875,8,19.625,300,25,0,0,32.75,0,14,7,6,44.625,5
Lumparland,2014,0,0,0,0,5,62,28.25,8.25,50,21,0,5,8,4,29.875,8,19.625,297,25,0,0,32.75,0,10,7,6,0,5
Lumparland,2015,0,0,0,0,5,62,28.25,8.25,44,21,0,5,8,4,29.875,8,19.625,304,22,0,0,32.75,0,4,7,6,0,5
Lumparland,2016,0,0,0,0,5,62,28.25,8.25,38,21,0,5,8,4,29.875,8,19.625,286,25,0,0,32.75,0,6,7,6,0,5
Lumparland,2017,0,0,0,0,5,62,28.25,8.25,36,21,0,5,8,4,29.875,8,19.625,285,23,0,0,32.75,0,6,7,6,0,5
Lumparland,2018,3.6,42.76923077,0,4.615384615,5,62,28.25,8.25,32.15384615,21,0,5,8,4,29.875,8,19.625,124.0769231,7.727272727,0,0,32.75,14.23076923,4.5,7,6,0,5
Lumparland,2019,3.636363636,39.84615385,0,4.461538462,5,62,28.25,8.25,33,21,0,5,8,4,29.875,8,19.625,117.4615385,7.4,0,0,32.75,15.61538462,4.333333333,7,6,0,5
Lumparland,2020,3.636363636,39.84615385,0,5,5,62,28.25,8.25,30.23076923,21,0,5,8,4,29.875,8,19.625,120.1538462,8.714285714,0,0,32.75,16.38461538,5.5,7,6,0,5
Lumparland,2021,3.636363636,36.61538462,0,3.7,5,62,28.25,8.25,31.84615385,21,0,5,8,4,29.875,8,19.625,119.9230769,9.9,0,0,32.75,15,4.5,7,6,3.5,5
Lumparland,2022,3.636363636,35.07692308,0,0,5,62,28.25,8.25,30.30769231,21,0,5,8,4,29.875,8,19.625,119.6923077,14.08333333,0,0,32.75,15.30769231,5,7,6,3.333333333,5
Lumparland,2023,3.636363636,32.07692308,0,0,5,62,28.25,8.25,30,21,0,5,8,4,29.875,8,19.625,117.8461538,8.230769231,0,0,32.75,11.46153846,8,7,6,3.4,5
Lumparland,2024,3.636363636,31.125,0,0,5,62,28.25,8.25,28.5,21,0,5,8,4,29.875,8,19.625,108.25,5,0,0,32.75,12,4.333333333,7,6,4.875,5
Luumäki,2008,3.636363636,0,0,0,5,121,65,47,514,95,0,5,8,4,164,8,19.625,3899,315,8,0,241,0,116,12,6,0,44
Luumäki,2009,0,0,0,0,5,135,62,41,504,106,0,5,8,4,196,8,19.625,3903,293,6,0,245,0,111,16,6,0,42
Luumäki,2010,0,0,0,0,5,116,52,35,505,98,0,5,8,4,203,8,19.625,3878,294,7,0,254,0,126,19,6,0,54
Luumäki,2011,0,0,0,0,5,103,54,37,490,113,0,5,8,4,164,8,19.625,3884,309,5,0,240,0,125,19,6,0,45
Luumäki,2012,0,0,0,0,5,100,57,38,476,107,0,5,8,4,144,8,19.625,3840,294,7,0,245,0,116,18,6,0,35
Luumäki,2013,0,0,0,0,5,113,73,43,462,97,0,5,8,4,150,8,19.625,3775,295,7,0,251,0,96,17,6,0,38
Luumäki,2014,0,0,0,0,5,111,87,60,445,89,0,5,8,4,144,8,19.625,3805,274,4,0,259,0,87,15,6,0,27
Luumäki,2015,0,0,0,0,5,128,76,41,430,77,0,5,8,4,122,8,19.625,3786,291,4,0,247,0,95,18,6,0,33
Luumäki,2016,0,0,0,0,5,131,75,39,424,83,0,5,8,4,121,8,19.625,3401,244,7,0,237,0,90,16,6,0,33
Luumäki,2017,0,0,0,0,5,135,62,27,401,71,0,5,8,4,102,7,0,3317,268,7,0,226,0,90,18,6,0,30
Luumäki,2018,40.92307692,900.0769231,0,189.6923077,5,53.38461538,24.53846154,8.25,376.9230769,46.15384615,0,7,8,4,67.69230769,7,46.61538462,1692.076923,64,4.4,110,135.1538462,226.3076923,30.61538462,11.5,6,102.7692308,11.5
Luumäki,2019,40.84615385,874.3846154,0,193,4,58.33333333,27.38461538,10.15384615,370.2307692,36.84615385,0,5,8,4,56.15384615,12,56.30769231,1686.461538,63.23076923,4.5,108.4615385,131.4615385,234.2307692,24.30769231,8.5,6,104.3846154,10.33333333
Luumäki,2020,46.46153846,914.6923077,0,188.5384615,4,51.6,35.23076923,11.69230769,356.8461538,27.61538462,0,4,8,4,55.69230769,7,69.07692308,1638.769231,64.23076923,4.5,128.4615385,162.9230769,240.5384615,28.53846154,13,6,107.8461538,11.66666667
Luumäki,2021,45.69230769,881.4615385,0,192.0769231,4,39.25,41.38461538,12.53846154,350.0769231,30.23076923,0,6.5,8,4,60.46153846,8,65,1637.307692,73.30769231,4.5,129.7692308,142.9230769,222.7692308,22.23076923,8,6,110.3846154,17
Luumäki,2022,43.46153846,854.9230769,0,186.4615385,4,48.75,43.53846154,11.69230769,338,25.07692308,0,7.333333333,8,4,62.23076923,13,67.76923077,1660.230769,120.3846154,4.428571429,136.6923077,118.9230769,209.4615385,22.07692308,19,6,107.6153846,12.5
Luumäki,2023,44.30769231,837.4615385,0,176.7692308,4,54.61538462,36.23076923,11.38461538,337.7692308,25.76923077,0,7,8,4,66.30769231,10,60.30769231,1629.153846,78.07692308,5.1,138,110.8461538,214.7692308,30.46153846,16,6,108.3076923,12.66666667
Luumäki,2024,42.125,827.625,0,192.5,4,52.42857143,33.625,8.25,339.5,24.125,0,7,8,4,61.375,6,56.625,1455.5,49.625,5.1,137.875,89.875,234.75,33.25,4,6,107,4
Malax,2008,42.125,0,0,0,7,173,107,85,596,138,0,7,8,4,287,6,56.625,4062,385,7,137.875,134,0,149,14,6,0,56
Malax,2009,0,0,0,0,8,176,96,64,596,134,0,7,8,4,324,6,56.625,4012,332,7,137.875,192,0,194,26,6,0,73
Malax,2010,0,0,0,0,8,170,86,56,604,166,0,7,8,4,306,6,56.625,4009,295,8,137.875,189,0,162,33,6,0,49
Malax,2011,0,0,0,0,5,163,85,65,603,157,0,7,8,5,295,6,56.625,4105,309,5,0,169,0,155,30,6,0,56
Malax,2012,0,0,0,0,7,157,83,62,592,152,0,7,8,5,283,6,56.625,4026,358,5,0,170,0,161,41,6,0,49
Malax,2013,0,0,0,0,7,177,88,57,580,135,0,7,8,4,265,6,56.625,3903,313,5,0,165,0,152,23,6,0,55
Malax,2014,0,0,0,0,5,164,93,63,572,153,0,7,8,5,254,6,56.625,3822,338,5,0,188,0,149,38,6,0,51
Malax,2015,0,0,0,0,4,156,103,66,568,143,0,7,8,5,247,6,56.625,3846,331,6,0,207,0,171,34,6,0,58
Malax,2016,0,0,0,0,4,145,84,48,561,147,0,7,8,10,235,6,56.625,3373,314,6,0,226,0,164,44,6,0,54
Malax,2017,0,0,0,0,8,149,70,34,556,155,0,7,8,5,193,6,0,3356,253,4,0,215,0,151,30,6,0,46
Malax,2018,32.15384615,794.8461538,0,140.6923077,8,66.54545455,34,9.583333333,521.7692308,95.53846154,0,4,8,5,109.7692308,11.5,28.69230769,1600.692308,66.30769231,4,84.15384615,113.5384615,263.2307692,59.92307692,11.5,6,77.53846154,12.57142857
Malax,2019,29.15384615,764.5384615,3,135.2307692,9,74.63636364,44,14.46153846,510.7692308,84.61538462,0,10.5,8,5,113.7692308,10.33333333,26,1620.692308,79.30769231,4,86.69230769,109.1538462,257.3846154,64.76923077,11.25,6,82.69230769,11.77777778
Malax,2020,32.07692308,809.3076923,4,135.9230769,7,55.8,45.15384615,14.92307692,515.3076923,89.15384615,0,5.5,8,5,122.2307692,12.5,30.46153846,1588.307692,89.15384615,4,107.7692308,134.1538462,286.0769231,63.23076923,13.8,6,87.69230769,12
Malax,2021,30.30769231,794,4,138.4615385,6,57.81818182,44.38461538,15.46153846,522.4615385,81.69230769,0,7.333333333,8,5,131.1666667,10,24.92307692,1616.384615,98,4,111.9230769,112.3076923,279.7692308,59.07692308,11.75,6,82.92307692,11.77777778
Malax,2022,26.76923077,775.6153846,4,130.3846154,9,64.27272727,47.84615385,19.46153846,527.8461538,81.23076923,0,6.666666667,8,5,119.5384615,17,22.84615385,1640.461538,135.6923077,4,110.4615385,92.92307692,271.1538462,61.07692308,9.857142857,6,75.15384615,8.777777778
Malax,2023,22.76923077,744.1538462,0,123.7692308,11,71.08333333,47,18.30769231,533.3846154,79.30769231,0,5,8,5,110.5833333,14,20.15384615,1611.076923,79.38461538,4,103.7692308,84.84615385,266.4615385,59.23076923,11.75,6,66.07692308,11
Malax,2024,19.75,716.75,0,133.375,11,60.14285714,41.75,13.875,532.125,69.75,0,4,8,5,70.75,7,21.75,1427.375,66.375,4,97.375,78.5,262.375,54.875,6.5,6,77.5,5.142857143
Mariehamn,2008,19.75,0,0,0,10,60.14285714,84,41,1177,4,0,4,8,5,81,7,21.75,7939,731,4,97.375,13,0,269,35,6,0,5.142857143
Mariehamn,2009,0,0,0,0,6,60.14285714,100,47,1170,4,0,4,8,4,69,7,21.75,8094,750,4,97.375,6,0,249,39,6,0,5.142857143
Mariehamn,2010,0,0,0,0,6,4,99,60,1186,6,0,4,8,4,65,7,21.75,8138,706,4,97.375,11,0,240,39,6,0,5.142857143
Mariehamn,2011,0,0,0,0,10,4,101,55,1191,4,0,4,8,4,73,7,21.75,8098,675,5,0,10,0,283,45,6,0,5.142857143
Mariehamn,2012,0,0,0,0,16,4,94,51,1205,4,0,4,8,4,91,7,21.75,8172,704,8,0,11,0,261,46,6,0,5.142857143
Mariehamn,2013,0,0,0,0,10,4,94,45,1195,6,0,4,8,4,89,7,21.75,8188,721,10,0,13,0,262,46,6,0,5.142857143
Mariehamn,2014,0,0,0,0,6,4,93,47,1191,8,0,4,8,4,117,7,21.75,8226,698,5,0,21,0,248,37,6,0,4
Mariehamn,2015,0,0,0,0,9,5,86,48,1170,8,0,4,8,4,116,7,21.75,8220,752,4,0,27,0,282,39,6,0,4
Mariehamn,2016,0,0,0,0,5,4,82,34,1183,5,0,4,8,13,116,7,21.75,7628,761,8,0,22,0,297,52,6,0,4
Mariehamn,2017,0,0,0,0,8,4,90,32,1182,5,0,4,8,9,105,14,0,7612,691,8,0,15,0,324,63,6,0,4
